Date,Adj Close,Close,High,Low,Open,Volume
2005-04-06,80.34182739257812,118.5999984741211,118.94999694824219,118.18000030517578,118.44999694824219,53268200
2005-04-07,80.77539825439453,119.23999786376953,119.26000213623047,118.31999969482422,118.41000366210938,46734600
2005-04-08,79.93537139892578,118.0,119.20999908447266,118.0,119.16999816894531,63772900
2005-04-11,79.99632263183594,118.08999633789062,118.41999816894531,117.83000183105469,118.29000091552734,44945000
2005-04-12,80.40959167480469,118.69999694824219,119.05999755859375,117.06999969482422,117.88999938964844,86144800
2005-04-13,79.46119689941406,117.30000305175781,118.80000305175781,117.12999725341797,118.55999755859375,65949000
2005-04-14,78.42472076416016,115.7699966430664,117.5,115.7699966430664,117.4000015258789,96119800
2005-04-15,77.32730865478516,114.1500015258789,116.19999694824219,114.0999984741211,115.73999786376953,128677300
2005-04-18,77.56441497802734,114.5,114.95999908447266,113.95999908447266,114.12000274658203,100035200
2005-04-19,78.18086242675781,115.41000366210938,115.52999877929688,114.83000183105469,115.0999984741211,64930100
2005-04-20,77.0902328491211,113.80000305175781,115.62999725341797,113.55000305175781,115.37999725341797,107735900
2005-04-21,78.58731842041016,116.01000213623047,116.20999908447266,114.37999725341797,114.79000091552734,86952200
2005-04-22,78.28929901123047,115.56999969482422,116.5,114.2699966430664,115.73999786376953,88845800
2005-04-25,78.8040771484375,116.33000183105469,116.5,115.72000122070312,115.86000061035156,52284100
2005-04-26,78.0385971069336,115.19999694824219,116.7699966430664,115.1500015258789,115.95999908447266,72626000
2005-04-27,78.34342956542969,115.6500015258789,116.06999969482422,114.44000244140625,114.86000061035156,84131900
2005-04-28,77.36121368408203,114.19999694824219,115.68000030517578,114.19999694824219,115.2699966430664,72481500
2005-04-29,78.41122436523438,115.75,115.87000274658203,113.97000122070312,115.06999969482422,103993800
2005-05-02,78.85150146484375,116.4000015258789,116.41000366210938,115.5199966430664,116.06999969482422,56026400
2005-05-03,78.98701477050781,116.5999984741211,116.8499984741211,115.69000244140625,116.06999969482422,86000300
2005-05-04,79.59668731689453,117.5,117.75,116.27999877929688,116.6500015258789,81055700
2005-05-05,79.5696029663086,117.45999908447266,118.0,116.73999786376953,117.66999816894531,96906700
2005-05-06,79.31890106201172,117.08999633789062,117.98999786376953,117.05999755859375,117.93000030517578,67415400
2005-05-09,79.81344604492188,117.81999969482422,118.08000183105469,117.05000305175781,117.20999908447266,43750500
2005-05-10,78.98701477050781,116.5999984741211,117.5,116.38999938964844,117.36000061035156,74613500
2005-05-11,79.42056274414062,117.23999786376953,117.4000015258789,115.8499984741211,116.93000030517578,91647400
2005-05-12,78.54666900634766,115.94999694824219,117.58999633789062,115.94999694824219,117.31999969482422,95086800
2005-05-13,78.390869140625,115.72000122070312,116.62000274658203,114.80000305175781,116.30000305175781,85267000
2005-05-16,79.12249755859375,116.80000305175781,116.83999633789062,115.66000366210938,115.69999694824219,49207000
2005-05-17,79.6509017944336,117.58000183105469,117.69999694824219,116.16000366210938,116.41000366210938,61071800
2005-05-18,80.47053527832031,118.79000091552734,119.08000183105469,118.01000213623047,118.08999633789062,77944900
2005-05-19,80.80926513671875,119.29000091552734,119.41000366210938,118.69999694824219,119.0199966430664,61768100
2005-05-20,80.694091796875,119.12000274658203,119.38999938964844,118.73999786376953,119.33999633789062,46345500
2005-05-23,81.14115905761719,119.77999877929688,120.04000091552734,119.19000244140625,119.20999908447266,51047900
2005-05-24,80.95149993896484,119.5,119.83000183105469,119.19999694824219,119.44000244140625,50654100
2005-05-25,80.89054870605469,119.41000366210938,119.87000274658203,118.83000183105469,119.3499984741211,47608800
2005-05-26,81.3240966796875,120.05000305175781,120.20999908447266,119.62000274658203,119.79000091552734,43256200
2005-05-27,81.45958709716797,120.25,120.25,119.80000305175781,120.05999755859375,24596100
2005-05-31,80.93794250488281,119.4800033569336,120.16999816894531,119.4000015258789,120.08000183105469,43377200
2005-06-01,81.62891387939453,120.5,120.91999816894531,119.44999694824219,119.5199966430664,69611000
2005-06-02,81.80509185791016,120.76000213623047,120.83999633789062,120.0999984741211,120.2300033569336,39704500
2005-06-03,81.39180755615234,120.1500015258789,120.88999938964844,119.7300033569336,120.55000305175781,60999400
2005-06-06,81.31732177734375,120.04000091552734,120.19999694824219,119.55000305175781,119.94999694824219,36046400
2005-06-07,81.37826538085938,120.12999725341797,121.25,120.01000213623047,120.38999938964844,66501300
2005-06-08,81.229248046875,119.91000366210938,120.58999633789062,119.66999816894531,120.43000030517578,46881200
2005-06-09,81.6153793334961,120.4800033569336,120.58000183105469,119.44000244140625,119.73999786376953,56653300
2005-06-10,81.42570495605469,120.19999694824219,120.6500015258789,119.5999984741211,120.55999755859375,36465300
2005-06-13,81.68311309814453,120.58000183105469,121.08000183105469,119.80999755859375,119.94000244140625,49383200
2005-06-14,81.87281036376953,120.86000061035156,121.19999694824219,120.37999725341797,120.44999694824219,33857100
2005-06-15,82.02860260009766,121.08999633789062,121.23999786376953,120.2300033569336,121.16000366210938,53195600
2005-06-16,82.23860931396484,121.4000015258789,121.63999938964844,120.91999816894531,121.05999755859375,46564500
2005-06-17,82.54332733154297,121.36000061035156,121.9000015258789,121.22000122070312,121.54000091552734,51529400
2005-06-20,82.57051086425781,121.4000015258789,121.83999633789062,120.94000244140625,121.08000183105469,41019400
2005-06-21,82.61813354492188,121.47000122070312,121.6500015258789,121.02999877929688,121.5,39879800
2005-06-22,82.68614959716797,121.56999969482422,121.94000244140625,121.06999969482422,121.68000030517578,46310100
2005-06-23,81.52311706542969,119.86000061035156,121.5999984741211,119.83000183105469,121.31999969482422,62185600
2005-06-24,80.92455291748047,118.9800033569336,120.01000213623047,118.83999633789062,119.87999725341797,58572500
2005-06-27,81.04017639160156,119.1500015258789,119.41000366210938,118.75,118.97000122070312,48183800
2005-06-28,81.72032165527344,120.1500015258789,120.23999786376953,119.37000274658203,119.4000015258789,41174200
2005-06-29,81.5026626586914,119.83000183105469,120.4000015258789,119.76000213623047,120.37000274658203,42316500
2005-06-30,81.06057739257812,119.18000030517578,120.31999969482422,118.94999694824219,120.22000122070312,62288800
2005-07-01,81.29864501953125,119.52999877929688,119.80000305175781,119.20999908447266,119.44999694824219,49737500
2005-07-05,81.95154571533203,120.48999786376953,120.6500015258789,119.19000244140625,119.25,51549000
2005-07-06,81.26460266113281,119.4800033569336,120.6500015258789,119.41000366210938,120.38999938964844,52363600
2005-07-07,81.58430480957031,119.94999694824219,119.94999694824219,118.26000213623047,118.29000091552734,103268800
2005-07-08,82.51608276367188,121.31999969482422,121.31999969482422,119.72000122070312,119.97000122070312,64491200
2005-07-11,82.93778991699219,121.94000244140625,122.0999984741211,121.30999755859375,121.33000183105469,49688300
2005-07-12,83.15548706054688,122.26000213623047,122.62999725341797,121.63999938964844,121.98999786376953,51871100
2005-07-13,83.27104949951172,122.43000030517578,122.5199966430664,121.98999786376953,122.2699966430664,41182300
2005-07-14,83.59756469726562,122.91000366210938,123.44000244140625,122.48999786376953,122.9800033569336,63638800
2005-07-15,83.5499267578125,122.83999633789062,123.04000091552734,122.36000061035156,122.79000091552734,56075900
2005-07-18,83.21665954589844,122.3499984741211,122.62999725341797,122.05000305175781,122.5,56598400
2005-07-19,83.6723403930664,123.0199966430664,123.11000061035156,122.41000366210938,122.70999908447266,59165700
2005-07-20,83.95803833007812,123.44000244140625,123.7300033569336,122.30000305175781,122.58999633789062,69477000
2005-07-21,83.46833038330078,122.72000122070312,123.61000061035156,122.47000122070312,123.55000305175781,101110900
2005-07-22,84.02606201171875,123.54000091552734,123.55999755859375,122.62999725341797,122.87999725341797,52607100
2005-07-25,83.78797149658203,123.19000244140625,123.94999694824219,122.8499984741211,123.41000366210938,57301600
2005-07-26,83.89000701904297,123.33999633789062,123.52999877929688,122.94999694824219,123.2300033569336,42758800
2005-07-27,84.19609069824219,123.79000091552734,123.88999938964844,123.05000305175781,123.5,43181600
2005-07-28,84.72662353515625,124.56999969482422,124.63999938964844,123.63999938964844,123.95999908447266,47880700
2005-07-29,84.16209411621094,123.73999786376953,124.62999725341797,123.5,124.41000366210938,62358100
2005-08-01,84.1008529663086,123.6500015258789,124.04000091552734,123.44999694824219,123.83000183105469,40418200
2005-08-02,84.60420227050781,124.38999938964844,124.5999984741211,123.73999786376953,123.87000274658203,45147400
2005-08-03,84.82862854003906,124.72000122070312,124.73999786376953,124.12000274658203,124.25,36837200
2005-08-04,84.14850616455078,123.72000122070312,124.30999755859375,123.56999969482422,124.2300033569336,50855600
2005-08-05,83.5771484375,122.87999725341797,123.9800033569336,122.66999816894531,123.44999694824219,53595500
2005-08-08,83.42069244384766,122.6500015258789,123.41000366210938,122.37999725341797,123.1500015258789,47616000
2005-08-09,83.92398834228516,123.38999938964844,123.58999633789062,122.87000274658203,123.05999755859375,47170000
2005-08-10,83.8832015991211,123.33000183105469,124.5,122.81999969482422,123.81999969482422,72863700
2005-08-11,84.21649932861328,123.81999969482422,124.02999877929688,123.01000213623047,123.2699966430664,58570200
2005-08-12,83.6995849609375,123.05999755859375,123.69000244140625,122.75,123.56999969482422,54776900
2005-08-15,84.21649932861328,123.81999969482422,123.87000274658203,122.83000183105469,123.22000122070312,36208500
2005-08-16,83.1214370727539,122.20999908447266,123.5199966430664,122.08999633789062,123.44000244140625,71942100
2005-08-17,83.1146240234375,122.19999694824219,122.87000274658203,122.02999877929688,122.19000244140625,62275100
2005-08-18,83.10786437988281,122.19000244140625,122.55999755859375,121.83999633789062,122.05000305175781,53388600
2005-08-19,83.29828643798828,122.47000122070312,122.81999969482422,122.19999694824219,122.62999725341797,39842100
2005-08-22,83.29828643798828,122.47000122070312,123.2300033569336,121.87999725341797,122.58000183105469,69912000
2005-08-23,83.141845703125,122.23999786376953,122.61000061035156,121.1500015258789,122.5,55168600
2005-08-24,82.40048217773438,121.1500015258789,122.7300033569336,121.08999633789062,121.94000244140625,79104600
2005-08-25,82.69974517822266,121.58999633789062,121.66999816894531,121.20999908447266,121.3499984741211,35631100
2005-08-26,82.13524627685547,120.76000213623047,121.48999786376953,120.68000030517578,121.4800033569336,61956800
2005-08-29,82.76776123046875,121.69000244140625,121.77999877929688,120.37999725341797,120.41000366210938,56179200
2005-08-30,82.33245849609375,121.05000305175781,121.30000305175781,120.38999938964844,121.25,74160200
2005-08-31,83.3731460571289,122.58000183105469,122.66000366210938,120.73999786376953,121.19000244140625,102945200
2005-09-01,83.3118667602539,122.48999786376953,123.1500015258789,121.13999938964844,122.5199966430664,74578700
2005-09-02,83.16227722167969,122.2699966430664,122.87999725341797,122.04000091552734,122.8499984741211,47653400
2005-09-06,84.13488006591797,123.69999694824219,123.80000305175781,122.6500015258789,122.66000366210938,57251300
2005-09-07,84.27770233154297,123.91000366210938,124.12999725341797,123.45999908447266,123.62999725341797,41749700
2005-09-08,83.99884033203125,123.5,124.0,123.30999755859375,123.66000366210938,39068700
2005-09-09,84.74700164794922,124.5999984741211,124.73999786376953,123.80000305175781,123.83000183105469,43093900
2005-09-12,84.57695770263672,124.3499984741211,124.66999816894531,124.2699966430664,124.44999694824219,33017600
2005-09-13,84.10765075683594,123.66000366210938,124.41999816894531,123.5199966430664,124.12999725341797,58427500
2005-09-14,83.80160522460938,123.20999908447266,123.91999816894531,123.0199966430664,123.73999786376953,57694600
2005-09-15,83.76075744628906,123.1500015258789,123.6500015258789,122.9000015258789,123.58999633789062,73156900
2005-09-16,84.35638427734375,123.5,123.73999786376953,122.87000274658203,123.30000305175781,75424100
2005-09-19,84.07633972167969,123.08999633789062,123.55000305175781,122.63999938964844,123.47000122070312,53355300
2005-09-20,83.365966796875,122.05000305175781,123.61000061035156,121.87000274658203,123.19999694824219,84480300
2005-09-21,82.58731079101562,120.91000366210938,121.87000274658203,120.77999877929688,121.79000091552734,94469100
2005-09-22,82.88102722167969,121.33999633789062,121.66000366210938,120.44000244140625,120.94999694824219,84597200
2005-09-23,82.94932556152344,121.44000244140625,121.88999938964844,120.9000015258789,121.23999786376953,59368100
2005-09-26,83.0449447631836,121.58000183105469,122.23999786376953,121.08000183105469,122.0199966430664,70415400
2005-09-27,83.02449035644531,121.55000305175781,121.98999786376953,121.0199966430664,121.5199966430664,66150800
2005-09-28,83.10643768310547,121.66999816894531,122.12000274658203,121.19999694824219,121.93000030517578,58620500
2005-09-29,83.78264617919922,122.66000366210938,122.86000061035156,121.08000183105469,121.55000305175781,66607700
2005-09-30,84.04220581054688,123.04000091552734,123.04000091552734,121.73999786376953,122.62000274658203,47824200
2005-10-03,83.74166870117188,122.5999984741211,123.33999633789062,122.44999694824219,122.95999908447266,50994800
2005-10-04,82.79906463623047,121.22000122070312,123.02999877929688,121.16000366210938,122.79000091552734,60776300
2005-10-05,81.7130126953125,119.62999725341797,121.30999755859375,119.56999969482422,121.25,106052100
2005-10-06,81.4193115234375,119.19999694824219,120.26000213623047,118.16999816894531,119.77999877929688,140941800
2005-10-07,81.69935607910156,119.61000061035156,120.05000305175781,119.12999725341797,119.69999694824219,75661400
2005-10-10,81.00946044921875,118.5999984741211,119.70999908447266,118.30000305175781,119.68000030517578,52677000
2005-10-11,80.89334869384766,118.43000030517578,119.38999938964844,118.31999969482422,118.98999786376953,75629800
2005-10-12,80.25811767578125,117.5,119.12999725341797,117.41000366210938,118.38999938964844,100510400
2005-10-13,80.21029663085938,117.43000030517578,118.08000183105469,116.87999725341797,117.45999908447266,99052900
2005-10-14,81.05730438232422,118.66999816894531,118.80999755859375,117.55999755859375,118.12000274658203,88651000
2005-10-17,81.35781860351562,119.11000061035156,119.2699966430664,118.44999694824219,118.80000305175781,68109300
2005-10-18,80.47671508789062,117.81999969482422,118.95999908447266,117.80000305175781,118.94000244140625,74996900
2005-10-19,81.8154525756836,119.77999877929688,119.80000305175781,117.12000274658203,117.5,116563800
2005-10-20,80.37425231933594,117.66999816894531,119.80999755859375,117.30000305175781,119.48999786376953,131966700
2005-10-21,80.68844604492188,118.12999725341797,118.77999877929688,117.51000213623047,118.29000091552734,96579500
2005-10-24,81.93840789794922,119.95999908447266,120.08999633789062,118.41000366210938,118.44000244140625,71308400
2005-10-25,81.77446746826172,119.72000122070312,120.23999786376953,118.94000244140625,119.72000122070312,76594500
2005-10-26,81.53544616699219,119.37000274658203,120.54000091552734,119.19000244140625,119.51000213623047,80855800
2005-10-27,80.66790771484375,118.0999984741211,119.37000274658203,117.93000030517578,119.19999694824219,66623100
2005-10-28,81.82914733886719,119.80000305175781,119.94999694824219,118.0999984741211,118.43000030517578,72322000
2005-10-31,82.05451202392578,120.12999725341797,121.30000305175781,120.12999725341797,120.29000091552734,77698900
2005-11-01,82.30044555664062,120.48999786376953,120.9000015258789,120.22000122070312,120.58000183105469,66365100
2005-11-02,83.16108703613281,121.75,121.75,120.12999725341797,120.16999816894531,74012300
2005-11-03,83.51625061035156,122.2699966430664,122.66000366210938,121.75,122.1500015258789,84897600
2005-11-04,83.40699005126953,122.11000061035156,122.45999908447266,121.55000305175781,122.4000015258789,59156000
2005-11-07,83.48894500732422,122.2300033569336,122.62000274658203,121.8499984741211,122.37000274658203,46765400
2005-11-08,83.48894500732422,122.2300033569336,122.41999816894531,121.79000091552734,121.93000030517578,42152800
2005-11-09,83.59820556640625,122.38999938964844,122.94999694824219,121.86000061035156,122.08000183105469,57666800
2005-11-10,84.2470932006836,123.33999633789062,123.5199966430664,121.75,122.33999633789062,79048100
2005-11-11,84.53402709960938,123.76000213623047,123.83999633789062,122.43000030517578,123.3499984741211,34867000
